1 [1, 67, 0, 0, 0, 0, 0, 0]
12 [1, 106700, 123700, 2, 314, 1, 2, 0]
13 [1, 106700, 123700, 2, 314, 1, 628, 0]
14 [1, 106700, 123700, 2, 314, 1, -106072, 0]
15 [1, 106700, 123700, 2, 314, 1, -106072, 0]
17 [1, 106700, 123700, 2, 315, 1, -106072, 0]
18 [1, 106700, 123700, 2, 315, 1, 315, 0]
19 [1, 106700, 123700, 2, 315, 1, -106385, 0]
20 [1, 106700, 123700, 2, 315, 1, -106385, 0]
12 [1, 106700, 123700, 2, 315, 1, 2, 0]
13 [1, 106700, 123700, 2, 315, 1, 630, 0]
14 [1, 106700, 123700, 2, 315, 1, -106070, 0]
15 [1, 106700, 123700, 2, 315, 1, -106070, 0]
17 [1, 106700, 123700, 2, 316, 1, -106070, 0]
18 [1, 106700, 123700, 2, 316, 1, 316, 0]
19 [1, 106700, 123700, 2, 316, 1, -106384, 0]
20 [1, 106700, 123700, 2, 316, 1, -106384, 0]
12 [1, 106700, 123700, 2, 316, 1, 2, 0]
13 [1, 106700, 123700, 2, 316, 1, 632, 0]
14 [1, 106700, 123700, 2, 316, 1, -106068, 0]
15 [1, 106700, 123700, 2, 316, 1, -106068, 0]
17 [1, 106700, 123700, 2, 317, 1, -106068, 0]
18 [1, 106700, 123700, 2, 317, 1, 317, 0]
19 [1, 106700, 123700, 2, 317, 1, -106383, 0]
20 [1, 106700, 123700, 2, 317, 1, -106383, 0]
12 [1, 106700, 123700, 2, 317, 1, 2, 0]
13 [1, 106700, 123700, 2, 317, 1, 634, 0]
14 [1, 106700, 123700, 2, 317, 1, -106066, 0]
15 [1, 106700, 123700, 2, 317, 1, -106066, 0]
17 [1, 106700, 123700, 2, 318, 1, -106066, 0]
18 [1, 106700, 123700, 2, 318, 1, 318, 0]
19 [1, 106700, 123700, 2, 318, 1, -106382, 0]
20 [1, 106700, 123700, 2, 318, 1, -106382, 0]
12 [1, 106700, 123700, 2, 318, 1, 2, 0]
13 [1, 106700, 123700, 2, 318, 1, 636, 0]
14 [1, 106700, 123700, 2, 318, 1, -106064, 0]
15 [1, 106700, 123700, 2, 318, 1, -106064, 0]
17 [1, 106700, 123700, 2, 319, 1, -106064, 0]
18 [1, 106700, 123700, 2, 319, 1, 319, 0]
19 [1, 106700, 123700, 2, 319, 1, -106381, 0]
20 [1, 106700, 123700, 2, 319, 1, -106381, 0]
12 [1, 106700, 123700, 2, 319, 1, 2, 0]
13 [1, 106700, 123700, 2, 319, 1, 638, 0]
14 [1, 106700, 123700, 2, 319, 1, -106062, 0]
15 [1, 106700, 123700, 2, 319, 1, -106062, 0]
17 [1, 106700, 123700, 2, 320, 1, -106062, 0]
18 [1, 106700, 123700, 2, 320, 1, 320, 0]
19 [1, 106700, 123700, 2, 320, 1, -106380, 0]
20 [1, 106700, 123700, 2, 320, 1, -106380, 0]
12 [1, 106700, 123700, 2, 320, 1, 2, 0]
13 [1, 106700, 123700, 2, 320, 1, 640, 0]
14 [1, 106700, 123700, 2, 320, 1, -106060, 0]
15 [1, 106700, 123700, 2, 320, 1, -106060, 0]
17 [1, 106700, 123700, 2, 321, 1, -106060, 0]
18 [1, 106700, 123700, 2, 321, 1, 321, 0]
19 [1, 106700, 123700, 2, 321, 1, -106379, 0]
20 [1, 106700, 123700, 2, 321, 1, -106379, 0]
12 [1, 106700, 123700, 2, 321, 1, 2, 0]
13 [1, 106700, 123700, 2, 321, 1, 642, 0]
14 [1, 106700, 123700, 2, 321, 1, -106058, 0]
15 [1, 106700, 123700, 2, 321, 1, -106058, 0]
17 [1, 106700, 123700, 2, 322, 1, -106058, 0]
18 [1, 106700, 123700, 2, 322, 1, 322, 0]
19 [1, 106700, 123700, 2, 322, 1, -106378, 0]
20 [1, 106700, 123700, 2, 322, 1, -106378, 0]
12 [1, 106700, 123700, 2, 322, 1, 2, 0]
13 [1, 106700, 123700, 2, 322, 1, 644, 0]
14 [1, 106700, 123700, 2, 322, 1, -106056, 0]
15 [1, 106700, 123700, 2, 322, 1, -106056, 0]
17 [1, 106700, 123700, 2, 323, 1, -106056, 0]
18 [1, 106700, 123700, 2, 323, 1, 323, 0]
19 [1, 106700, 123700, 2, 323, 1, -106377, 0]
20 [1, 106700, 123700, 2, 323, 1, -106377, 0]
12 [1, 106700, 123700, 2, 323, 1, 2, 0]
13 [1, 106700, 123700, 2, 323, 1, 646, 0]
14 [1, 106700, 123700, 2, 323, 1, -106054, 0]
15 [1, 106700, 123700, 2, 323, 1, -106054, 0]
17 [1, 106700, 123700, 2, 324, 1, -106054, 0]
18 [1, 106700, 123700, 2, 324, 1, 324, 0]
19 [1, 106700, 123700, 2, 324, 1, -106376, 0]
20 [1, 106700, 123700, 2, 324, 1, -106376, 0]
12 [1, 106700, 123700, 2, 324, 1, 2, 0]
13 [1, 106700, 123700, 2, 324, 1, 648, 0]
14 [1, 106700, 123700, 2, 324, 1, -106052, 0]
15 [1, 106700, 123700, 2, 324, 1, -106052, 0]
17 [1, 106700, 123700, 2, 325, 1, -106052, 0]
18 [1, 106700, 123700, 2, 325, 1, 325, 0]
19 [1, 106700, 123700, 2, 325, 1, -106375, 0]
20 [1, 106700, 123700, 2, 325, 1, -106375, 0]
12 [1, 106700, 123700, 2, 325, 1, 2, 0]
13 [1, 106700, 123700, 2, 325, 1, 650, 0]
14 [1, 106700, 123700, 2, 325, 1, -106050, 0]
15 [1, 106700, 123700, 2, 325, 1, -106050, 0]
17 [1, 106700, 123700, 2, 326, 1, -106050, 0]
18 [1, 106700, 123700, 2, 326, 1, 326, 0]
19 [1, 106700, 123700, 2, 326, 1, -106374, 0]
20 [1, 106700, 123700, 2, 326, 1, -106374, 0]
12 [1, 106700, 123700, 2, 326, 1, 2, 0]
13 [1, 106700, 123700, 2, 326, 1, 652, 0]
14 [1, 106700, 123700, 2, 326, 1, -106048, 0]
15 [1, 106700, 123700, 2, 326, 1, -106048, 0]
17 [1, 106700, 123700, 2, 327, 1, -106048, 0]
18 [1, 106700, 123700, 2, 327, 1, 327, 0]
19 [1, 106700, 123700, 2, 327, 1, -106373, 0]
20 [1, 106700, 123700, 2, 327, 1, -106373, 0]
12 [1, 106700, 123700, 2, 327, 1, 2, 0]
13 [1, 106700, 123700, 2, 327, 1, 654, 0]
14 [1, 106700, 123700, 2, 327, 1, -106046, 0]
15 [1, 106700, 123700, 2, 327, 1, -106046, 0]
17 [1, 106700, 123700, 2, 328, 1, -106046, 0]
18 [1, 106700, 123700, 2, 328, 1, 328, 0]
19 [1, 106700, 123700, 2, 328, 1, -106372, 0]
20 [1, 106700, 123700, 2, 328, 1, -106372, 0]
12 [1, 106700, 123700, 2, 328, 1, 2, 0]
13 [1, 106700, 123700, 2, 328, 1, 656, 0]
14 [1, 106700, 123700, 2, 328, 1, -106044, 0]
15 [1, 106700, 123700, 2, 328, 1, -106044, 0]
17 [1, 106700, 123700, 2, 329, 1, -106044, 0]
18 [1, 106700, 123700, 2, 329, 1, 329, 0]
19 [1, 106700, 123700, 2, 329, 1, -106371, 0]
20 [1, 106700, 123700, 2, 329, 1, -106371, 0]
12 [1, 106700, 123700, 2, 329, 1, 2, 0]
13 [1, 106700, 123700, 2, 329, 1, 658, 0]
14 [1, 106700, 123700, 2, 329, 1, -106042, 0]
15 [1, 106700, 123700, 2, 329, 1, -106042, 0]
17 [1, 106700, 123700, 2, 330, 1, -106042, 0]
18 [1, 106700, 123700, 2, 330, 1, 330, 0]
19 [1, 106700, 123700, 2, 330, 1, -106370, 0]
20 [1, 106700, 123700, 2, 330, 1, -106370, 0]
12 [1, 106700, 123700, 2, 330, 1, 2, 0]
13 [1, 106700, 123700, 2, 330, 1, 660, 0]
14 [1, 106700, 123700, 2, 330, 1, -106040, 0]
15 [1, 106700, 123700, 2, 330, 1, -106040, 0]
17 [1, 106700, 123700, 2, 331, 1, -106040, 0]
18 [1, 106700, 123700, 2, 331, 1, 331, 0]
19 [1, 106700, 123700, 2, 331, 1, -106369, 0]
20 [1, 106700, 123700, 2, 331, 1, -106369, 0]
12 [1, 106700, 123700, 2, 331, 1, 2, 0]
13 [1, 106700, 123700, 2, 331, 1, 662, 0]
14 [1, 106700, 123700, 2, 331, 1, -106038, 0]
15 [1, 106700, 123700, 2, 331, 1, -106038, 0]
17 [1, 106700, 123700, 2, 332, 1, -106038, 0]
18 [1, 106700, 123700, 2, 332, 1, 332, 0]
19 [1, 106700, 123700, 2, 332, 1, -106368, 0]
20 [1, 106700, 123700, 2, 332, 1, -106368, 0]
12 [1, 106700, 123700, 2, 332, 1, 2, 0]
13 [1, 106700, 123700, 2, 332, 1, 664, 0]
14 [1, 106700, 123700, 2, 332, 1, -106036, 0]
15 [1, 106700, 123700, 2, 332, 1, -106036, 0]
17 [1, 106700, 123700, 2, 333, 1, -106036, 0]
18 [1, 106700, 123700, 2, 333, 1, 333, 0]
19 [1, 106700, 123700, 2, 333, 1, -106367, 0]
20 [1, 106700, 123700, 2, 333, 1, -106367, 0]
12 [1, 106700, 123700, 2, 333, 1, 2, 0]
13 [1, 106700, 123700, 2, 333, 1, 666, 0]
14 [1, 106700, 123700, 2, 333, 1, -106034, 0]
15 [1, 106700, 123700, 2, 333, 1, -106034, 0]
17 [1, 106700, 123700, 2, 334, 1, -106034, 0]
18 [1, 106700, 123700, 2, 334, 1, 334, 0]
19 [1, 106700, 123700, 2, 334, 1, -106366, 0]
20 [1, 106700, 123700, 2, 334, 1, -106366, 0]
12 [1, 106700, 123700, 2, 334, 1, 2, 0]
13 [1, 106700, 123700, 2, 334, 1, 668, 0]
14 [1, 106700, 123700, 2, 334, 1, -106032, 0]
15 [1, 106700, 123700, 2, 334, 1, -106032, 0]
17 [1, 106700, 123700, 2, 335, 1, -106032, 0]
18 [1, 106700, 123700, 2, 335, 1, 335, 0]
19 [1, 106700, 123700, 2, 335, 1, -106365, 0]
20 [1, 106700, 123700, 2, 335, 1, -106365, 0]
12 [1, 106700, 123700, 2, 335, 1, 2, 0]
13 [1, 106700, 123700, 2, 335, 1, 670, 0]
14 [1, 106700, 123700, 2, 335, 1, -106030, 0]
15 [1, 106700, 123700, 2, 335, 1, -106030, 0]
17 [1, 106700, 123700, 2, 336, 1, -106030, 0]
18 [1, 106700, 123700, 2, 336, 1, 336, 0]
19 [1, 106700, 123700, 2, 336, 1, -106364, 0]
20 [1, 106700, 123700, 2, 336, 1, -106364, 0]
12 [1, 106700, 123700, 2, 336, 1, 2, 0]
13 [1, 106700, 123700, 2, 336, 1, 672, 0]
14 [1, 106700, 123700, 2, 336, 1, -106028, 0]
15 [1, 106700, 123700, 2, 336, 1, -106028, 0]
17 [1, 106700, 123700, 2, 337, 1, -106028, 0]
18 [1, 106700, 123700, 2, 337, 1, 337, 0]
19 [1, 106700, 123700, 2, 337, 1, -106363, 0]
20 [1, 106700, 123700, 2, 337, 1, -106363, 0]
12 [1, 106700, 123700, 2, 337, 1, 2, 0]
13 [1, 106700, 123700, 2, 337, 1, 674, 0]
14 [1, 106700, 123700, 2, 337, 1, -106026, 0]
15 [1, 106700, 123700, 2, 337, 1, -106026, 0]
17 [1, 106700, 123700, 2, 338, 1, -106026, 0]
18 [1, 106700, 123700, 2, 338, 1, 338, 0]
19 [1, 106700, 123700, 2, 338, 1, -106362, 0]
20 [1, 106700, 123700, 2, 338, 1, -106362, 0]
12 [1, 106700, 123700, 2, 338, 1, 2, 0]
13 [1, 106700, 123700, 2, 338, 1, 676, 0]
14 [1, 106700, 123700, 2, 338, 1, -106024, 0]
15 [1, 106700, 123700, 2, 338, 1, -106024, 0]
17 [1, 106700, 123700, 2, 339, 1, -106024, 0]
18 [1, 106700, 123700, 2, 339, 1, 339, 0]
19 [1, 106700, 123700, 2, 339, 1, -106361, 0]
20 [1, 106700, 123700, 2, 339, 1, -106361, 0]
12 [1, 106700, 123700, 2, 339, 1, 2, 0]
13 [1, 106700, 123700, 2, 339, 1, 678, 0]
14 [1, 106700, 123700, 2, 339, 1, -106022, 0]
15 [1, 106700, 123700, 2, 339, 1, -106022, 0]
17 [1, 106700, 123700, 2, 340, 1, -106022, 0]
18 [1, 106700, 123700, 2, 340, 1, 340, 0]
19 [1, 106700, 123700, 2, 340, 1, -106360, 0]
20 [1, 106700, 123700, 2, 340, 1, -106360, 0]
12 [1, 106700, 123700, 2, 340, 1, 2, 0]
13 [1, 106700, 123700, 2, 340, 1, 680, 0]
14 [1, 106700, 123700, 2, 340, 1, -106020, 0]
15 [1, 106700, 123700, 2, 340, 1, -106020, 0]
17 [1, 106700, 123700, 2, 341, 1, -106020, 0]
18 [1, 106700, 123700, 2, 341, 1, 341, 0]
19 [1, 106700, 123700, 2, 341, 1, -106359, 0]
20 [1, 106700, 123700, 2, 341, 1, -106359, 0]
12 [1, 106700, 123700, 2, 341, 1, 2, 0]
13 [1, 106700, 123700, 2, 341, 1, 682, 0]
14 [1, 106700, 123700, 2, 341, 1, -106018, 0]
15 [1, 106700, 123700, 2, 341, 1, -106018, 0]
17 [1, 106700, 123700, 2, 342, 1, -106018, 0]
18 [1, 106700, 123700, 2, 342, 1, 342, 0]
19 [1, 106700, 123700, 2, 342, 1, -106358, 0]
20 [1, 106700, 123700, 2, 342, 1, -106358, 0]
12 [1, 106700, 123700, 2, 342, 1, 2, 0]
13 [1, 106700, 123700, 2, 342, 1, 684, 0]
14 [1, 106700, 123700, 2, 342, 1, -106016, 0]
15 [1, 106700, 123700, 2, 342, 1, -106016, 0]
17 [1, 106700, 123700, 2, 343, 1, -106016, 0]
18 [1, 106700, 123700, 2, 343, 1, 343, 0]
19 [1, 106700, 123700, 2, 343, 1, -106357, 0]
20 [1, 106700, 123700, 2, 343, 1, -106357, 0]
12 [1, 106700, 123700, 2, 343, 1, 2, 0]
13 [1, 106700, 123700, 2, 343, 1, 686, 0]
14 [1, 106700, 123700, 2, 343, 1, -106014, 0]
15 [1, 106700, 123700, 2, 343, 1, -106014, 0]
17 [1, 106700, 123700, 2, 344, 1, -106014, 0]
18 [1, 106700, 123700, 2, 344, 1, 344, 0]
19 [1, 106700, 123700, 2, 344, 1, -106356, 0]
20 [1, 106700, 123700, 2, 344, 1, -106356, 0]
12 [1, 106700, 123700, 2, 344, 1, 2, 0]
13 [1, 106700, 123700, 2, 344, 1, 688, 0]
14 [1, 106700, 123700, 2, 344, 1, -106012, 0]
15 [1, 106700, 123700, 2, 344, 1, -106012, 0]
17 [1, 106700, 123700, 2, 345, 1, -106012, 0]
18 [1, 106700, 123700, 2, 345, 1, 345, 0]
19 [1, 106700, 123700, 2, 345, 1, -106355, 0]
20 [1, 106700, 123700, 2, 345, 1, -106355, 0]
12 [1, 106700, 123700, 2, 345, 1, 2, 0]
13 [1, 106700, 123700, 2, 345, 1, 690, 0]
14 [1, 106700, 123700, 2, 345, 1, -106010, 0]
15 [1, 106700, 123700, 2, 345, 1, -106010, 0]
17 [1, 106700, 123700, 2, 346, 1, -106010, 0]
18 [1, 106700, 123700, 2, 346, 1, 346, 0]
19 [1, 106700, 123700, 2, 346, 1, -106354, 0]
20 [1, 106700, 123700, 2, 346, 1, -106354, 0]
12 [1, 106700, 123700, 2, 346, 1, 2, 0]
13 [1, 106700, 123700, 2, 346, 1, 692, 0]
14 [1, 106700, 123700, 2, 346, 1, -106008, 0]
15 [1, 106700, 123700, 2, 346, 1, -106008, 0]
17 [1, 106700, 123700, 2, 347, 1, -106008, 0]
18 [1, 106700, 123700, 2, 347, 1, 347, 0]
19 [1, 106700, 123700, 2, 347, 1, -106353, 0]
20 [1, 106700, 123700, 2, 347, 1, -106353, 0]
12 [1, 106700, 123700, 2, 347, 1, 2, 0]
13 [1, 106700, 123700, 2, 347, 1, 694, 0]
14 [1, 106700, 123700, 2, 347, 1, -106006, 0]
15 [1, 106700, 123700, 2, 347, 1, -106006, 0]
17 [1, 106700, 123700, 2, 348, 1, -106006, 0]
18 [1, 106700, 123700, 2, 348, 1, 348, 0]
19 [1, 106700, 123700, 2, 348, 1, -106352, 0]
20 [1, 106700, 123700, 2, 348, 1, -106352, 0]
12 [1, 106700, 123700, 2, 348, 1, 2, 0]
13 [1, 106700, 123700, 2, 348, 1, 696, 0]
14 [1, 106700, 123700, 2, 348, 1, -106004, 0]
15 [1, 106700, 123700, 2, 348, 1, -106004, 0]
17 [1, 106700, 123700, 2, 349, 1, -106004, 0]
18 [1, 106700, 123700, 2, 349, 1, 349, 0]
19 [1, 106700, 123700, 2, 349, 1, -106351, 0]
20 [1, 106700, 123700, 2, 349, 1, -106351, 0]
12 [1, 106700, 123700, 2, 349, 1, 2, 0]
13 [1, 106700, 123700, 2, 349, 1, 698, 0]
14 [1, 106700, 123700, 2, 349, 1, -106002, 0]
15 [1, 106700, 123700, 2, 349, 1, -106002, 0]
17 [1, 106700, 123700, 2, 350, 1, -106002, 0]
18 [1, 106700, 123700, 2, 350, 1, 350, 0]
19 [1, 106700, 123700, 2, 350, 1, -106350, 0]
20 [1, 106700, 123700, 2, 350, 1, -106350, 0]
12 [1, 106700, 123700, 2, 350, 1, 2, 0]
13 [1, 106700, 123700, 2, 350, 1, 700, 0]
14 [1, 106700, 123700, 2, 350, 1, -106000, 0]
15 [1, 106700, 123700, 2, 350, 1, -106000, 0]
17 [1, 106700, 123700, 2, 351, 1, -106000, 0]
18 [1, 106700, 123700, 2, 351, 1, 351, 0]
19 [1, 106700, 123700, 2, 351, 1, -106349, 0]
20 [1, 106700, 123700, 2, 351, 1, -106349, 0]
12 [1, 106700, 123700, 2, 351, 1, 2, 0]
13 [1, 106700, 123700, 2, 351, 1, 702, 0]
14 [1, 106700, 123700, 2, 351, 1, -105998, 0]
15 [1, 106700, 123700, 2, 351, 1, -105998, 0]
17 [1, 106700, 123700, 2, 352, 1, -105998, 0]
18 [1, 106700, 123700, 2, 352, 1, 352, 0]
19 [1, 106700, 123700, 2, 352, 1, -106348, 0]
20 [1, 106700, 123700, 2, 352, 1, -106348, 0]
12 [1, 106700, 123700, 2, 352, 1, 2, 0]
13 [1, 106700, 123700, 2, 352, 1, 704, 0]
14 [1, 106700, 123700, 2, 352, 1, -105996, 0]
15 [1, 106700, 123700, 2, 352, 1, -105996, 0]
17 [1, 106700, 123700, 2, 353, 1, -105996, 0]
18 [1, 106700, 123700, 2, 353, 1, 353, 0]
19 [1, 106700, 123700, 2, 353, 1, -106347, 0]
20 [1, 106700, 123700, 2, 353, 1, -106347, 0]
12 [1, 106700, 123700, 2, 353, 1, 2, 0]
13 [1, 106700, 123700, 2, 353, 1, 706, 0]
14 [1, 106700, 123700, 2, 353, 1, -105994, 0]
15 [1, 106700, 123700, 2, 353, 1, -105994, 0]
17 [1, 106700, 123700, 2, 354, 1, -105994, 0]
18 [1, 106700, 123700, 2, 354, 1, 354, 0]
19 [1, 106700, 123700, 2, 354, 1, -106346, 0]
20 [1, 106700, 123700, 2, 354, 1, -106346, 0]
12 [1, 106700, 123700, 2, 354, 1, 2, 0]
13 [1, 106700, 123700, 2, 354, 1, 708, 0]
14 [1, 106700, 123700, 2, 354, 1, -105992, 0]
15 [1, 106700, 123700, 2, 354, 1, -105992, 0]
17 [1, 106700, 123700, 2, 355, 1, -105992, 0]
18 [1, 106700, 123700, 2, 355, 1, 355, 0]
19 [1, 106700, 123700, 2, 355, 1, -106345, 0]
20 [1, 106700, 123700, 2, 355, 1, -106345, 0]
12 [1, 106700, 123700, 2, 355, 1, 2, 0]
13 [1, 106700, 123700, 2, 355, 1, 710, 0]
14 [1, 106700, 123700, 2, 355, 1, -105990, 0]
15 [1, 106700, 123700, 2, 355, 1, -105990, 0]
17 [1, 106700, 123700, 2, 356, 1, -105990, 0]
18 [1, 106700, 123700, 2, 356, 1, 356, 0]
19 [1, 106700, 123700, 2, 356, 1, -106344, 0]
20 [1, 106700, 123700, 2, 356, 1, -106344, 0]
12 [1, 106700, 123700, 2, 356, 1, 2, 0]
13 [1, 106700, 123700, 2, 356, 1, 712, 0]
14 [1, 106700, 123700, 2, 356, 1, -105988, 0]
15 [1, 106700, 123700, 2, 356, 1, -105988, 0]
17 [1, 106700, 123700, 2, 357, 1, -105988, 0]
18 [1, 106700, 123700, 2, 357, 1, 357, 0]
19 [1, 106700, 123700, 2, 357, 1, -106343, 0]
20 [1, 106700, 123700, 2, 357, 1, -106343, 0]
12 [1, 106700, 123700, 2, 357, 1, 2, 0]
13 [1, 106700, 123700, 2, 357, 1, 714, 0]
14 [1, 106700, 123700, 2, 357, 1, -105986, 0]
15 [1, 106700, 123700, 2, 357, 1, -105986, 0]
17 [1, 106700, 123700, 2, 358, 1, -105986, 0]
18 [1, 106700, 123700, 2, 358, 1, 358, 0]
19 [1, 106700, 123700, 2, 358, 1, -106342, 0]
20 [1, 106700, 123700, 2, 358, 1, -106342, 0]
12 [1, 106700, 123700, 2, 358, 1, 2, 0]
13 [1, 106700, 123700, 2, 358, 1, 716, 0]
14 [1, 106700, 123700, 2, 358, 1, -105984, 0]
15 [1, 106700, 123700, 2, 358, 1, -105984, 0]
17 [1, 106700, 123700, 2, 359, 1, -105984, 0]
18 [1, 106700, 123700, 2, 359, 1, 359, 0]
19 [1, 106700, 123700, 2, 359, 1, -106341, 0]
20 [1, 106700, 123700, 2, 359, 1, -106341, 0]
12 [1, 106700, 123700, 2, 359, 1, 2, 0]
13 [1, 106700, 123700, 2, 359, 1, 718, 0]
14 [1, 106700, 123700, 2, 359, 1, -105982, 0]
15 [1, 106700, 123700, 2, 359, 1, -105982, 0]
17 [1, 106700, 123700, 2, 360, 1, -105982, 0]
18 [1, 106700, 123700, 2, 360, 1, 360, 0]
19 [1, 106700, 123700, 2, 360, 1, -106340, 0]
20 [1, 106700, 123700, 2, 360, 1, -106340, 0]
12 [1, 106700, 123700, 2, 360, 1, 2, 0]
13 [1, 106700, 123700, 2, 360, 1, 720, 0]
14 [1, 106700, 123700, 2, 360, 1, -105980, 0]
15 [1, 106700, 123700, 2, 360, 1, -105980, 0]
17 [1, 106700, 123700, 2, 361, 1, -105980, 0]
18 [1, 106700, 123700, 2, 361, 1, 361, 0]
19 [1, 106700, 123700, 2, 361, 1, -106339, 0]
20 [1, 106700, 123700, 2, 361, 1, -106339, 0]
12 [1, 106700, 123700, 2, 361, 1, 2, 0]
13 [1, 106700, 123700, 2, 361, 1, 722, 0]
14 [1, 106700, 123700, 2, 361, 1, -105978, 0]
15 [1, 106700, 123700, 2, 361, 1, -105978, 0]
17 [1, 106700, 123700, 2, 362, 1, -105978, 0]
18 [1, 106700, 123700, 2, 362, 1, 362, 0]
19 [1, 106700, 123700, 2, 362, 1, -106338, 0]
20 [1, 106700, 123700, 2, 362, 1, -106338, 0]
12 [1, 106700, 123700, 2, 362, 1, 2, 0]
13 [1, 106700, 123700, 2, 362, 1, 724, 0]
14 [1, 106700, 123700, 2, 362, 1, -105976, 0]
15 [1, 106700, 123700, 2, 362, 1, -105976, 0]
17 [1, 106700, 123700, 2, 363, 1, -105976, 0]
18 [1, 106700, 123700, 2, 363, 1, 363, 0]
19 [1, 106700, 123700, 2, 363, 1, -106337, 0]
20 [1, 106700, 123700, 2, 363, 1, -106337, 0]
12 [1, 106700, 123700, 2, 363, 1, 2, 0]
13 [1, 106700, 123700, 2, 363, 1, 726, 0]
14 [1, 106700, 123700, 2, 363, 1, -105974, 0]
15 [1, 106700, 123700, 2, 363, 1, -105974, 0]
17 [1, 106700, 123700, 2, 364, 1, -105974, 0]
18 [1, 106700, 123700, 2, 364, 1, 364, 0]
19 [1, 106700, 123700, 2, 364, 1, -106336, 0]
20 [1, 106700, 123700, 2, 364, 1, -106336, 0]
12 [1, 106700, 123700, 2, 364, 1, 2, 0]
13 [1, 106700, 123700, 2, 364, 1, 728, 0]
14 [1, 106700, 123700, 2, 364, 1, -105972, 0]
15 [1, 106700, 123700, 2, 364, 1, -105972, 0]
17 [1, 106700, 123700, 2, 365, 1, -105972, 0]
18 [1, 106700, 123700, 2, 365, 1, 365, 0]
19 [1, 106700, 123700, 2, 365, 1, -106335, 0]
20 [1, 106700, 123700, 2, 365, 1, -106335, 0]
12 [1, 106700, 123700, 2, 365, 1, 2, 0]
13 [1, 106700, 123700, 2, 365, 1, 730, 0]
14 [1, 106700, 123700, 2, 365, 1, -105970, 0]
15 [1, 106700, 123700, 2, 365, 1, -105970, 0]
17 [1, 106700, 123700, 2, 366, 1, -105970, 0]
18 [1, 106700, 123700, 2, 366, 1, 366, 0]
19 [1, 106700, 123700, 2, 366, 1, -106334, 0]
20 [1, 106700, 123700, 2, 366, 1, -106334, 0]
12 [1, 106700, 123700, 2, 366, 1, 2, 0]
13 [1, 106700, 123700, 2, 366, 1, 732, 0]
14 [1, 106700, 123700, 2, 366, 1, -105968, 0]
15 [1, 106700, 123700, 2, 366, 1, -105968, 0]
17 [1, 106700, 123700, 2, 367, 1, -105968, 0]
18 [1, 106700, 123700, 2, 367, 1, 367, 0]
19 [1, 106700, 123700, 2, 367, 1, -106333, 0]
20 [1, 106700, 123700, 2, 367, 1, -106333, 0]
12 [1, 106700, 123700, 2, 367, 1, 2, 0]
13 [1, 106700, 123700, 2, 367, 1, 734, 0]
14 [1, 106700, 123700, 2, 367, 1, -105966, 0]
15 [1, 106700, 123700, 2, 367, 1, -105966, 0]
17 [1, 106700, 123700, 2, 368, 1, -105966, 0]
18 [1, 106700, 123700, 2, 368, 1, 368, 0]
19 [1, 106700, 123700, 2, 368, 1, -106332, 0]
20 [1, 106700, 123700, 2, 368, 1, -106332, 0]
12 [1, 106700, 123700, 2, 368, 1, 2, 0]
13 [1, 106700, 123700, 2, 368, 1, 736, 0]
14 [1, 106700, 123700, 2, 368, 1, -105964, 0]
15 [1, 106700, 123700, 2, 368, 1, -105964, 0]
17 [1, 106700, 123700, 2, 369, 1, -105964, 0]
18 [1, 106700, 123700, 2, 369, 1, 369, 0]
19 [1, 106700, 123700, 2, 369, 1, -106331, 0]
20 [1, 106700, 123700, 2, 369, 1, -106331, 0]
12 [1, 106700, 123700, 2, 369, 1, 2, 0]
13 [1, 106700, 123700, 2, 369, 1, 738, 0]
14 [1, 106700, 123700, 2, 369, 1, -105962, 0]
15 [1, 106700, 123700, 2, 369, 1, -105962, 0]
17 [1, 106700, 123700, 2, 370, 1, -105962, 0]
18 [1, 106700, 123700, 2, 370, 1, 370, 0]
19 [1, 106700, 123700, 2, 370, 1, -106330, 0]
20 [1, 106700, 123700, 2, 370, 1, -106330, 0]
12 [1, 106700, 123700, 2, 370, 1, 2, 0]
13 [1, 106700, 123700, 2, 370, 1, 740, 0]
14 [1, 106700, 123700, 2, 370, 1, -105960, 0]
15 [1, 106700, 123700, 2, 370, 1, -105960, 0]
17 [1, 106700, 123700, 2, 371, 1, -105960, 0]
18 [1, 106700, 123700, 2, 371, 1, 371, 0]
19 [1, 106700, 123700, 2, 371, 1, -106329, 0]
20 [1, 106700, 123700, 2, 371, 1, -106329, 0]
12 [1, 106700, 123700, 2, 371, 1, 2, 0]
13 [1, 106700, 123700, 2, 371, 1, 742, 0]
14 [1, 106700, 123700, 2, 371, 1, -105958, 0]
15 [1, 106700, 123700, 2, 371, 1, -105958, 0]
17 [1, 106700, 123700, 2, 372, 1, -105958, 0]
18 [1, 106700, 123700, 2, 372, 1, 372, 0]
19 [1, 106700, 123700, 2, 372, 1, -106328, 0]
20 [1, 106700, 123700, 2, 372, 1, -106328, 0]
12 [1, 106700, 123700, 2, 372, 1, 2, 0]
13 [1, 106700, 123700, 2, 372, 1, 744, 0]
14 [1, 106700, 123700, 2, 372, 1, -105956, 0]
15 [1, 106700, 123700, 2, 372, 1, -105956, 0]
17 [1, 106700, 123700, 2, 373, 1, -105956, 0]
18 [1, 106700, 123700, 2, 373, 1, 373, 0]
19 [1, 106700, 123700, 2, 373, 1, -106327, 0]
